,Unnamed: 0,시설종류상세명(시설종류),시군구명,시설주소,주소,좌표
0,0,장애인거주시설,노원구,서울특별시 노원구 동일로248길 30(상계1동),서울특별시 노원구 동일로248길,"(37.6801286748985, 127.056138127029)"
1,1,장애인거주시설,노원구,서울특별시 노원구 노원로 18길 41 (하계동 288-1)(하계1동),서울특별시 노원구 노원로,"(37.6438917702914, 127.071433176859)"
2,3,장애인거주시설,동작구,서울특별시 동작구 양녕로30길 19-4(동작구),서울특별시 동작구 양녕로30길,"(37.4991398236072, 126.945311732582)"
3,4,장애인거주시설,서초구,서울특별시 서초구 헌릉로468길 21-16  ,서울특별시 서초구 헌릉로468길,"(37.4583004467832, 127.087801693866)"
4,5,장애인거주시설,노원구,서울특별시 노원구 중계로 163(중계본동),서울특별시 노원구 중계로,"(37.6464614923216, 127.081276382899)"
5,6,장애인거주시설,송파구,서울특별시 송파구 양산로10길 26,서울특별시 송파구 양산로10길,"(37.492183000883, 127.145627135086)"
6,7,장애인거주시설,강동구,서울특별시 강동구 고덕로 295-45(고덕동나동),서울특별시 강동구 고덕로,"(37.5549803761105, 127.153671778224)"
7,8,장애인거주시설,송파구,서울특별시 송파구 양산로8길 17,서울특별시 송파구 양산로8길,"(37.4913171822841, 127.146389624662)"
8,9,장애인거주시설,강동구,서울특별시 강동구 고덕로 295-45(고덕2동),서울특별시 강동구 고덕로,"(37.5549803761105, 127.153671778224)"
9,11,장애인거주시설,용산구,서울특별시 용산구 후암로4길 70(후암동),서울특별시 용산구 후암로4길,"(37.5474998525848, 126.980032341762)"
10,12,장애인거주시설,강동구,서울특별시 강동구 올림픽로 864(암사3동),서울특별시 강동구 올림픽로,"(37.5464322694836, 127.126211884574)"
11,15,장애인거주시설,은평구,서울특별시 은평구 갈현로11길 30,서울특별시 은평구 갈현로11길,"(37.6050288149098, 126.907818277259)"
12,16,장애인거주시설,강남구,서울특별시 강남구 학동로26길 15401호 (논현동),서울특별시 강남구 학동로26길,"(37.5105135077422, 127.029628093611)"
13,19,장애인거주시설,서초구,서울특별시 서초구 방배중앙로 99 (방배동)(방배동),서울특별시 서초구 방배중앙로,"(37.4893098791004, 126.987767934568)"
14,20,장애인거주시설,은평구,서울특별시 은평구 불광로9가길 4302호 (불광동),서울특별시 은평구 불광로9가길,"(37.6168298896503, 126.931220385235)"
15,22,장애인거주시설,중랑구,서울특별시 중랑구 동일로104길 3-3301호,서울특별시 중랑구 동일로104길,"(37.5900067888277, 127.080456680785)"
16,23,장애인거주시설,강서구,서울특별시 강서구 까치산로22길 38-0,서울특별시 강서구 까치산로22길,"(37.5487642421877, 126.852063757965)"
17,24,장애인거주시설,노원구,서울특별시 노원구 중계로8길 39-0211동110호(중계동현대그린아파트),서울특별시 노원구 중계로8길,"(37.6469136670189, 127.085149425387)"
18,25,장애인거주시설,서초구,서울특별시 서초구 남부순환로342길 56-58  ,서울특별시 서초구 남부순환로342길,"(37.4788633055755, 127.027352742182)"
19,27,장애인거주시설,서초구,서울특별시 서초구 염곡안길 19201호,서울특별시 서초구 염곡안길,"(37.4628440564664, 127.052647335845)"
20,28,장애인거주시설,서초구,서울특별시 서초구 염곡안길 19-0302호,서울특별시 서초구 염곡안길,"(37.4628440564664, 127.052647335845)"
21,29,장애인거주시설,서초구,서울특별시 서초구 헌릉로468길 21-16(내곡동),서울특별시 서초구 헌릉로468길,"(37.4583004467832, 127.087801693866)"
22,31,장애인거주시설,강북구,서울특별시 강북구 인수봉로64길 30302호303호(수유동),서울특별시 강북구 인수봉로64길,"(37.6398960410474, 127.014945919368)"
23,32,장애인거주시설,노원구,서울특별시 노원구 중계로 163-0(중계본동),서울특별시 노원구 중계로,"(37.6464614923216, 127.081276382899)"
24,33,장애인거주시설,노원구,서울특별시 노원구 동일로248길 30,서울특별시 노원구 동일로248길,"(37.6801286748985, 127.056138127029)"
25,34,장애인거주시설,은평구,서울특별시 은평구 갈현로 15길 27-1 (구산동 산61-8번지),서울특별시 은평구 갈현로,"(37.613490231972, 126.911530277114)"
26,35,장애인거주시설,강동구,서울특별시 강동구 상암로 369-0(상일동),서울특별시 강동구 상암로,"(37.5465495715747, 127.146577455573)"
27,36,장애인거주시설,은평구,서울특별시 은평구 갈현로11길 30은평기쁨의집,서울특별시 은평구 갈현로11길,"(37.6050288149098, 126.907818277259)"
28,37,장애인거주시설,은평구,서울특별시 은평구 갈현로11길 46101동 303호 (구산동 경남 아너스빌),서울특별시 은평구 갈현로11길,"(37.6050288149098, 126.907818277259)"
29,38,장애인거주시설,성북구,서울특별시 성북구 개운사길 76-1(안암동),서울특별시 성북구 개운사길,"(37.5883952849144, 127.029247597138)"
30,40,장애인거주시설,관악구,서울특별시 관악구 법원단지길 97-3,서울특별시 관악구 법원단지길,"(37.4741992909179, 126.92149395834)"
31,41,장애인거주시설,강북구,서울특별시 강북구 삼양로73가길 47삼양로73가길 47,서울특별시 강북구 삼양로73가길,"(37.6284355893184, 127.015679629906)"
32,42,장애인거주시설,강북구,서울특별시 강북구 삼양로91가길 8 (수유동 js홈타운) 2동 302 401 402호,서울특별시 강북구 삼양로91가길,"(37.6364228015596, 127.015884221408)"
33,43,장애인거주시설,서초구,서울특별시 서초구 신반포로43길 154층401호 (잠원동 동양텔)(잠원동 동양텔),서울특별시 서초구 신반포로43길,"(37.5112149174588, 127.01756046887)"
34,44,장애인거주시설,서대문구,서울특별시 서대문구 가재울로6길 16101동 301호 (남가좌동),서울특별시 서대문구 가재울로6길,"(37.5758532351698, 126.92328568492)"
35,45,장애인거주시설,서대문구,서울특별시 서대문구 연희로41길 61-061  가동 201호302호,서울특별시 서대문구 연희로41길,"(37.5925789860917, 126.934640954971)"
36,46,장애인거주시설,강북구,서울특별시 강북구 덕릉로12길 13(수유동),서울특별시 강북구 덕릉로12길,"(37.6335695044252, 127.016297582029)"
37,47,장애인거주시설,강동구,서울특별시 강동구 동남로85길 153층,서울특별시 강동구 동남로85길,"(37.5607099222486, 127.154209498216)"
38,48,장애인거주시설,강동구,서울특별시 강동구 동남로85길 154층,서울특별시 강동구 동남로85길,"(37.5607099222486, 127.154209498216)"
39,49,장애인거주시설,강동구,서울특별시 강동구 동남로85길 152층,서울특별시 강동구 동남로85길,"(37.5607099222486, 127.154209498216)"
40,50,장애인거주시설,노원구,서울특별시 노원구 동일로237바길 8301호 (상계동),서울특별시 노원구 동일로237바길,"(37.6742448608594, 127.050703946328)"
41,51,장애인거주시설,노원구,서울특별시 노원구 한글비석로24바길 98지성리치빌 201호,서울특별시 노원구 한글비석로24바길,"(37.6651430555462, 127.071736886996)"
42,52,장애인거주시설,노원구,서울특별시 노원구 동일로193길 8-0701호,서울특별시 노원구 동일로193길,"(37.6258869594988, 127.071533867702)"
43,53,장애인거주시설,노원구,서울특별시 노원구 동일로191가길 26-0남청파인힐 101동 203호,서울특별시 노원구 동일로191가길,"(37.6268732605441, 127.07095186609)"
44,54,장애인거주시설,도봉구,서울특별시 도봉구 도봉로137길 462층(쌍문동),서울특별시 도봉구 도봉로137길,"(37.6603278733403, 127.039893791133)"
45,55,장애인거주시설,도봉구,서울특별시 도봉구 시루봉로23길 64301호,서울특별시 도봉구 시루봉로23길,"(37.6733284449112, 127.041310057395)"
46,56,장애인거주시설,도봉구,서울특별시 도봉구 평화로15번길 9-25(도봉구),서울특별시 도봉구 평화로15번길,"(37.6936223471179, 127.044518374744)"
47,57,장애인거주시설,노원구,서울특별시 노원구 노원로18길 41하계동,서울특별시 노원구 노원로18길,"(37.6438254841186, 127.073444770883)"
48,58,장애인거주시설,은평구,서울특별시 은평구 갈현로15길 24-5301호,서울특별시 은평구 갈현로15길,"(37.6087696499915, 126.907379557778)"
49,59,장애인거주시설,은평구,서울특별시 은평구 증산로19길 28-82층,서울특별시 은평구 증산로19길,"(37.5950257969757, 126.912620836806)"
50,60,장애인거주시설,관악구,서울특별시 관악구 봉천로13길 29-28201호,서울특별시 관악구 봉천로13길,"(37.4906523647883, 126.931530963399)"
51,61,장애인거주시설,관악구,서울특별시 관악구 국회단지21길 13301호,서울특별시 관악구 국회단지21길,"(37.4902036197121, 126.941511696936)"
52,62,장애인거주시설,강동구,서울특별시 강동구 양재대로91나길 37301호,서울특별시 강동구 양재대로91나길,"(37.5263422507045, 127.131552463843)"
53,63,장애인거주시설,강동구,서울특별시 강동구 양재대로 1414-8301호,서울특별시 강동구 양재대로,"(37.5459585234695, 127.143045400564)"
54,64,장애인거주시설,송파구,서울특별시 송파구 토성로5길 16-1201호,서울특별시 송파구 토성로5길,"(37.5315743592446, 127.11368031682)"
55,65,장애인거주시설,은평구,서울특별시 은평구 연서로37길 21-5,서울특별시 은평구 연서로37길,"(37.6237139317668, 126.926659864615)"
56,66,장애인거주시설,강동구,서울특별시 강동구 구천면로39길 122층 (천호동),서울특별시 강동구 구천면로39길,"(37.545644710567, 127.131977338406)"
57,67,장애인거주시설,마포구,서울특별시 마포구 월드컵북로12길 98 (성산동),서울특별시 마포구 월드컵북로12길,"(37.5634455230744, 126.915351208006)"
58,68,장애인거주시설,노원구,서울특별시 노원구 중계로 163천애재활원 1층 ,서울특별시 노원구 중계로,"(37.6464614923216, 127.081276382899)"
59,69,장애인거주시설,금천구,서울특별시 금천구 시흥대로80길 19-11,서울특별시 금천구 시흥대로80길,"(37.4590253015126, 126.900798261023)"
60,70,장애인거주시설,구로구,서울특별시 구로구 중앙로5길 62-0 104동 902호,서울특별시 구로구 중앙로5길,"(37.5010290222015, 126.861213529733)"
61,71,장애인거주시설,구로구,서울특별시 구로구 고척로52라길 19-7201호 (개봉동),서울특별시 구로구 고척로52라길,"(37.502407523692, 126.854518577247)"
62,72,장애인거주시설,중구,서울특별시 중구 동호로15가길 373층 (신당동),서울특별시 중구 동호로15가길,"(37.5551905070877, 127.00757726989)"
63,73,장애인거주시설,양천구,서울특별시 양천구 오목로46길 17202호 (신정동)(신정동 예미담),서울특별시 양천구 오목로46길,"(37.5239571637963, 126.861857853879)"
64,74,장애인거주시설,양천구,서울특별시 양천구 목동중앙서로9길 20-0한강베스트빌401호,서울특별시 양천구 목동중앙서로9길,"(37.5336332112216, 126.866574477684)"
65,75,장애인거주시설,강동구,서울특별시 강동구 구천면로 2222층 (천호동)(천호동),서울특별시 강동구 구천면로,"(37.5504163754268, 127.138601529782)"
66,76,장애인거주시설,구로구,서울특별시 구로구 고척로12길 15-4 (오류동),서울특별시 구로구 고척로12길,"(37.4988942590658, 126.842725580891)"
67,77,장애인거주시설,동대문구,서울특별시 동대문구 사가정로25길 294층 (장안동),서울특별시 동대문구 사가정로25길,"(37.5802818912079, 127.070651206579)"
68,79,장애인거주시설,영등포구,서울특별시 영등포구 도신로 146-3 1층(신길동)101102호,서울특별시 영등포구 도신로,"(37.5088228444934, 126.906189160481)"
69,80,장애인거주시설,송파구,서울특별시 송파구 위례성대로8길 46301호,서울특별시 송파구 위례성대로8길,"(37.5120133079316, 127.118199041585)"
70,81,장애인거주시설,금천구,서울특별시 금천구 시흥대로 182-0 3층 ,서울특별시 금천구 시흥대로,"(37.4564460340497, 126.899907987482)"
71,82,장애인거주시설,강북구,서울특별시 강북구 노해로7길 42-5 (수유동)(수유동),서울특별시 강북구 노해로7길,"(37.6377435397531, 127.021152069643)"
72,83,장애인거주시설,강북구,서울특별시 강서구 양천로 595101동 1102호 (염창동 염창금호타운아파트)(염창동 염창금호타운아파트),서울특별시 강서구 양천로,"(37.5669018833913, 126.844113157266)"
73,84,장애인거주시설,노원구,서울특별시 노원구 노원로19길 31410동 108호 (중계동 목화아파트),서울특별시 노원구 노원로19길,"(37.644761337992, 127.068963086626)"
74,85,장애인거주시설,노원구,서울특별시 노원구 노원로19길 31412동 105호 (중계동 목화아파트 4단지),서울특별시 노원구 노원로19길,"(37.644761337992, 127.068963086626)"
75,86,장애인거주시설,은평구,서울특별시 은평구 갈현로2가길 13402호,서울특별시 은평구 갈현로2가길,"(37.5995962248928, 126.911014389361)"
76,87,장애인거주시설,은평구,서울특별시 은평구 진흥로1길 13-19,서울특별시 은평구 진흥로1길,"(37.6032407293538, 126.918496947469)"
77,88,장애인거주시설,영등포구,서울특별시 영등포구 도신로48길 9-13501호 (신길동 다인주택)(신길동 다인주택),서울특별시 영등포구 도신로48길,"(37.5091202957232, 126.913426158023)"
78,89,장애인거주시설,영등포구,서울특별시 영등포구 영신로17길 16-016(영등포동 401호),서울특별시 영등포구 영신로17길,"(37.5138686724654, 126.907247554301)"
79,90,장애인거주시설,금천구,서울특별시 금천구 독산로14길 13201호,서울특별시 금천구 독산로14길,"(37.452248800171, 126.907480677255)"
80,91,장애인거주시설,금천구,서울특별시 금천구 독산로14길 13301호,서울특별시 금천구 독산로14길,"(37.452248800171, 126.907480677255)"
81,92,장애인거주시설,구로구,서울특별시 구로구 구로중앙로21길 22-1,서울특별시 구로구 구로중앙로21길,"(37.4960178141439, 126.885975208467)"
82,93,장애인거주시설,노원구,서울특별시 노원구 덕릉로122길 15-4202호 (상계동),서울특별시 노원구 덕릉로122길,"(37.6681768246792, 127.082761179041)"
83,94,장애인거주시설,금천구,서울특별시 금천구 독산로50마길 19-10성은빌라 201호 (시흥동),서울특별시 금천구 독산로50마길,"(37.4608592131842, 126.911932405183)"
84,95,장애인거주시설,금천구,서울특별시 금천구 시흥대로118길 44302호 (독산동 정우파크빌라),서울특별시 금천구 시흥대로118길,"(37.4683157528016, 126.900089308962)"
85,96,장애인거주시설,양천구,서울특별시 양천구 오목로11길 9나동 501호 (신월동 우정쉐르빌),서울특별시 양천구 오목로11길,"(37.5236945073033, 126.844727890102)"
86,97,장애인거주시설,양천구,서울특별시 양천구 오목로 148-34301호 (신정동 오성이지빌),서울특별시 양천구 오목로,"(37.5252860928667, 126.858093228929)"
87,98,장애인거주시설,구로구,서울특별시 구로구 고척로16가길 35102호 (개봉동 선경빌라),서울특별시 구로구 고척로16가길,"(37.4988189889055, 126.845222263497)"
88,99,장애인거주시설,구로구,서울특별시 구로구 오리로22가길 38-6201호 (궁동 호수빌라트),서울특별시 구로구 오리로22가길,"(37.5025976277226, 126.829642517529)"
89,100,장애인거주시설,강서구,서울특별시 강서구 등촌로13다길 22-7 (화곡동),서울특별시 강서구 등촌로13다길,"(37.5344488453945, 126.85863954017)"
90,101,장애인거주시설,강서구,서울특별시 강서구 강서로10길 108301호 (화곡동 소망빌라),서울특별시 강서구 강서로10길,"(37.5307692688211, 126.85391683563)"
91,102,장애인거주시설,강서구,서울특별시 강서구 화곡로66길 145-15A동 201호 (등촌동 원상하이빌),서울특별시 강서구 화곡로66길,"(37.5561456396527, 126.858664545718)"
92,103,장애인거주시설,강남구,서울특별시 강남구 헌릉로757길 35 (율현동),서울특별시 강남구 헌릉로757길,"(37.4713818798843, 127.11916748461)"
93,104,장애인거주시설,강남구,서울특별시 강남구 헌릉로757길 35 (율현동),서울특별시 강남구 헌릉로757길,"(37.4713818798843, 127.11916748461)"
94,105,장애인거주시설,강남구,서울특별시 강남구 헌릉로757길 35 (율현동),서울특별시 강남구 헌릉로757길,"(37.4713818798843, 127.11916748461)"
95,106,장애인거주시설,성동구,서울특별시 성동구 금호산9가길 57-102층,서울특별시 성동구 금호산9가길,"(37.5518206193629, 127.018693522137)"
96,107,장애인거주시설,성동구,서울특별시 성동구 금호산9가길 57-103층,서울특별시 성동구 금호산9가길,"(37.5518206193629, 127.018693522137)"
97,108,장애인거주시설,성동구,서울특별시 성동구 금호산9가길 57-104층 (금호동2가),서울특별시 성동구 금호산9가길,"(37.5518206193629, 127.018693522137)"
98,109,장애인거주시설,성동구,서울특별시 성동구 무수막14길 10202호 (금호동2가 대우빌라),서울특별시 성동구 무수막14길,"(37.5522598020759, 127.021149049578)"
99,110,장애인거주시설,동작구,서울특별시 동작구 보라매로13길 21301호,서울특별시 동작구 보라매로13길,"(37.4960343614249, 126.926889169458)"
100,111,장애인거주시설,도봉구,서울특별시 도봉구 도봉로185길 14201호(도봉동),서울특별시 도봉구 도봉로185길,"(37.6854301859213, 127.043870100002)"
101,112,장애인거주시설,강서구,서울특별시 강서구 까치산로8길 44301호,서울특별시 강서구 까치산로8길,"(37.5423147223662, 126.845731877958)"
102,113,장애인거주시설,강서구,서울특별시 강서구 까치산로16길 21301호,서울특별시 강서구 까치산로16길,"(37.5461093146322, 126.848755365571)"
103,114,장애인거주시설,강서구,서울특별시 강서구 화곡로31길 5-6201호,서울특별시 강서구 화곡로31길,"(37.5444871108125, 126.840703131943)"
104,115,장애인거주시설,마포구,서울특별시 마포구 백범로 73-11,서울특별시 마포구 백범로,"(37.5467341080058, 126.944534877151)"
105,116,장애인거주시설,서대문구,서울특별시 서대문구 가좌로 19장목빌딩 402호 (연희동),서울특별시 서대문구 가좌로,"(37.5800980914044, 126.928307542437)"
106,117,장애인거주시설,은평구,서울특별시 은평구 증산로19길 28-10301호 (신사동),서울특별시 은평구 증산로19길,"(37.5950257969757, 126.912620836806)"
107,118,장애인거주시설,은평구,서울특별시 은평구 가좌로 312-11201호 (신사동),서울특별시 은평구 가좌로,"(37.5944834249022, 126.911685605072)"
108,119,장애인거주시설,송파구,서울특별시 송파구 가락로11길 12-6101호 (석촌동 화이트빌),서울특별시 송파구 가락로11길,"(37.5020230592702, 127.104226418235)"
109,120,장애인거주시설,강북구,서울특별시 강북구 삼양로119길 12201호 301호,서울특별시 강북구 삼양로119길,"(37.6442698601309, 127.015021352316)"
110,121,장애인거주시설,도봉구,서울특별시 도봉구 시루봉로13가길 302층(방학동),서울특별시 도봉구 시루봉로13가길,"(37.6673817775818, 127.030755085147)"
111,122,장애인거주시설,송파구,서울특별시 송파구 가락로5길 7-11301호,서울특별시 송파구 가락로5길,"(37.5011661253612, 127.101522118053)"
112,123,장애인거주시설,송파구,서울특별시 송파구 송이로34길 43-14층,서울특별시 송파구 송이로34길,"(37.4850665252617, 127.129825998629)"
113,124,장애인거주시설,송파구,서울특별시 송파구 송이로34길 43-15층 (문정동),서울특별시 송파구 송이로34길,"(37.4850665252617, 127.129825998629)"
114,127,장애인거주시설,강북구,서울특별시 강북구 삼양로91가길 8-0JS홈타운 2동 501호,서울특별시 강북구 삼양로91가길,"(37.6364228015596, 127.015884221408)"
115,128,장애인거주시설,강남구,서울특별시 강남구 강남대로120길 52401호 402호 (논현동),서울특별시 강남구 강남대로120길,"(37.5078593529799, 127.026887726906)"
116,129,장애인거주시설,마포구,서울특별시 마포구 잔다리로9길 21105동 501호,서울특별시 마포구 잔다리로9길,"(37.5572294725992, 126.913139537413)"
117,130,장애인거주시설,용산구,서울특별시 용산구 후암로28라길 9201호 (후암동 예원빌라),서울특별시 용산구 후암로28라길,"(37.549838391842, 126.980015874853)"
118,131,장애인거주시설,양천구,서울특별시 양천구 목동중앙본로17길 29401호 (목동청송하이츠빌라) ,서울특별시 양천구 목동중앙본로17길,"(37.5418031347062, 126.867551250312)"
119,132,장애인거주시설,관악구,서울특별시 관악구 조원로12길 66-02층,서울특별시 관악구 조원로12길,"(37.4823523748273, 126.907355947578)"
120,133,장애인거주시설,강동구,서울특별시 강동구 상암로79길 24,서울특별시 강동구 상암로79길,"(37.5482565672108, 127.166708084636)"
121,134,장애인거주시설,용산구,서울특별시 용산구 후암로35길 22-23(후암동),서울특별시 용산구 후암로35길,"(37.5503206898941, 126.976102253141)"
122,135,장애인거주시설,노원구,서울특별시 노원구 노원로18길 41(하계1동),서울특별시 노원구 노원로18길,"(37.6438254841186, 127.073444770883)"
123,136,장애인거주시설,강서구,서울특별시 강서구 양천로47길 70-6,서울특별시 강서구 양천로47길,"(37.5734553230502, 126.837212153863)"
124,137,장애인거주시설,강서구,서울특별시 강서구 등촌로13바길 59,서울특별시 강서구 등촌로13바길,"(37.535335766679, 126.856602538993)"
125,138,장애인거주시설,강서구,서울특별시 강서구 까치산로22길 35-5,서울특별시 강서구 까치산로22길,"(37.5487642421877, 126.852063757965)"
126,139,장애인거주시설,마포구,서울특별시 마포구 월드컵로 190-0604호 (이안상암2차오피스텔),서울특별시 마포구 월드컵로,"(37.566323846836, 126.89750607359)"
127,140,장애인거주시설,강서구,서울특별시 강서구 초록마을로26길 35-8,서울특별시 강서구 초록마을로26길,"(37.5393966694023, 126.849724468445)"
128,141,장애인거주시설,강서구,서울특별시 강서구 화곡로13길 20-9201호,서울특별시 강서구 화곡로13길,"(37.5433658970801, 126.832872477639)"
129,142,장애인거주시설,강서구,서울특별시 강서구 허준로5길 37B동 3층 (가양동)(가양동),서울특별시 강서구 허준로5길,"(37.5685541200566, 126.850730037805)"
130,143,장애인거주시설,강서구,서울특별시 강서구 강서로34길 36,서울특별시 강서구 강서로34길,"(37.5431230291422, 126.841126743172)"
131,144,장애인거주시설,노원구,서울특별시 노원구 상계로5길 22-9402호,서울특별시 노원구 상계로5길,"(37.6570410814906, 127.063548781873)"
132,145,장애인거주시설,송파구,서울특별시 송파구 마천로39길 35401호,서울특별시 송파구 마천로39길,"(37.4993628631793, 127.148366059362)"
133,146,장애인거주시설,강서구,서울특별시 강서구 초록마을로24길 7-8B동 502호 (화곡동 태영팰리스),서울특별시 강서구 초록마을로24길,"(37.5390471037253, 126.851021851415)"
134,147,장애인거주시설,구로구,서울특별시 구로구 구로중앙로27나길 18,서울특별시 구로구 구로중앙로27나길,"(37.4966927851764, 126.885166192938)"
135,148,장애인거주시설,강서구,서울특별시 강서구 초록마을로24길 7-8B동 202호 (화곡동 태영팰리스),서울특별시 강서구 초록마을로24길,"(37.5390471037253, 126.851021851415)"
136,149,장애인거주시설,강북구,서울특별시 강북구 인수봉로61길12-4,서울특별시 강북구 인수봉로61길12-4,"(37.6385797693653, 127.012845992352)"
137,150,장애인거주시설,강서구,서울특별시 강서구 방화대로7가길 11,서울특별시 강서구 방화대로7가길,"(37.5578038636455, 126.815810412343)"
138,151,장애인거주시설,도봉구,서울특별시 도봉구 우이천로 446-11501호(쌍문동 해밀하우스),서울특별시 도봉구 우이천로,"(37.6445545195084, 127.028862825234)"
139,152,장애인거주시설,강남구,서울특별시 강남구 도산대로50길 33-3401호 (논현동),서울특별시 강남구 도산대로50길,"(37.5206598696189, 127.037615152417)"
140,153,장애인거주시설,강남구,서울특별시 강남구 선릉로146길 27-4204호 (청담동),서울특별시 강남구 선릉로146길,"(37.5218013897618, 127.04229221011)"
141,154,장애인거주시설,종로구,서울특별시 종로구 혜화로12길 20-10101호,서울특별시 종로구 혜화로12길,"(37.5897306653632, 127.000155458268)"
142,155,장애인거주시설,도봉구,서울특별시 도봉구 우이천로47길 10601호 (쌍문동),서울특별시 도봉구 우이천로47길,"(37.6549330892582, 127.015001401941)"
143,156,장애인거주시설,강남구,서울특별시 강남구 도산대로4길 18-6401호 (논현동),서울특별시 강남구 도산대로4길,"(37.5157728670938, 127.02116148442)"
144,157,장애인거주시설,마포구,서울특별시 마포구 성미산로 165-5,서울특별시 마포구 성미산로,"(37.5616728406933, 126.918593861973)"
145,158,장애인거주시설,종로구,서울특별시 종로구 필운대로2길 16 (체부동),서울특별시 종로구 필운대로2길,"(37.5787001439274, 126.969671657764)"
146,159,장애인거주시설,노원구,서울특별시 노원구 노원로1길 21902동 1102호,서울특별시 노원구 노원로1길,"(37.6210634812426, 127.083403625545)"
147,160,장애인거주시설,동작구,서울특별시 동작구 양녕로22마길 90-02층,서울특별시 동작구 양녕로22마길,"(37.4970381628482, 126.946750464288)"
148,161,장애인거주시설,서초구,서울특별시 서초구 사임당로20길 16-0A동201호,서울특별시 서초구 사임당로20길,"(37.4894248843484, 127.021945339053)"
149,162,장애인거주시설,서초구,서울특별시 서초구 효령로23길 61501호,서울특별시 서초구 효령로23길,"(37.4823329953059, 126.993144425684)"
150,163,장애인거주시설,성북구,서울특별시 성북구 개운사길 60-39성북그룹홈1호,서울특별시 성북구 개운사길,"(37.5883952849144, 127.029247597138)"
151,164,장애인거주시설,성북구,서울특별시 성북구 보국문로6길 5-11102호 (정릉동 삼우빌라),서울특별시 성북구 보국문로6길,"(37.6062937853978, 127.012008500922)"
152,165,장애인거주시설,동작구,서울특별시 동작구 대방동2길 36502호 (대방동 신건드림원아파트),서울특별시 동작구 대방동2길,"(37.5019271883117, 126.928470111818)"
153,166,장애인거주시설,노원구,서울특별시 노원구 공릉로62길 8풍진빌라 B동 302호,서울특별시 노원구 공릉로62길,"(37.6365449540741, 127.072187266889)"
154,167,장애인거주시설,강동구,서울특별시 강동구 양재대로110길 15-5301호,서울특별시 강동구 양재대로110길,"(37.5353291645226, 127.140797312325)"
155,168,장애인거주시설,강동구,서울특별시 강동구 양재대로124길 67-143층,서울특별시 강동구 양재대로124길,"(37.5426216226225, 127.144715286425)"
