,Unnamed: 0,시설종류상세명(시설종류),시군구명,시설주소,주소,좌표
460,209,장애인지역사회재활시설,도봉구,서울특별시 도봉구 마들로664-23 (도봉동 도봉장애인종합복지관),서울특별시 도봉구 마들로664-23,"(37.6694302864148, 127.047701756512)"
461,210,장애인지역사회재활시설,노원구,서울특별시 노원구 노원로16길 15 (하계동 중계9단지주공영구임대아파트),서울특별시 노원구 노원로16길,"(37.6423383792424, 127.07492646954)"
462,211,장애인지역사회재활시설,중구,서울특별시 중구 서소문로6길 16 (중림동),서울특별시 중구 서소문로6길,"(37.5596594373498, 126.9667759777)"
463,212,장애인지역사회재활시설,송파구,서울특별시 송파구 마천로 89 4층 (오금동),서울특별시 송파구 마천로,"(37.502209915053, 127.140509477108)"
464,213,장애인지역사회재활시설,강동구,서울특별시 강동구 풍성로 146 4층 (성내동),서울특별시 강동구 풍성로,"(37.529445715227, 127.134304580899)"
465,214,장애인지역사회재활시설,강동구,서울특별시 강동구 길동  302호,서울특별시 강동구 길동,"(37.5344859624471, 127.142712345548)"
466,215,장애인지역사회재활시설,강동구,서울특별시 강동구 아리수로93길 33 베스트프라자동 302호 (강일동),서울특별시 강동구 아리수로93길,"(37.5667520635461, 127.173446313685)"
467,216,장애인지역사회재활시설,강동구,서울특별시 강동구 아리수로93길 41 (강일동),서울특별시 강동구 아리수로93길,"(37.5667520635461, 127.173446313685)"
468,217,장애인지역사회재활시설,서초구,서울특별시 서초구 효령로26길 9-9 (방배동),서울특별시 서초구 효령로26길,"(37.4798684788323, 126.995254336919)"
469,218,장애인지역사회재활시설,서대문구,서울특별시 서대문구 세무서10길 54 (홍제동),서울특별시 서대문구 세무서10길,"(37.5912212663229, 126.948642382074)"
470,219,장애인지역사회재활시설,강동구,서울특별시 강동구 아리수로93길 41 (강일동),서울특별시 강동구 아리수로93길,"(37.5667520635461, 127.173446313685)"
471,220,장애인지역사회재활시설,관악구,서울특별시 관악구 신림로58길 8 (신림동),서울특별시 관악구 신림로58길,"(37.4824225180821, 126.931774210486)"
472,221,장애인지역사회재활시설,강북구,서울특별시 강북구 한천로129길11 1층 (번동),서울특별시 강북구 한천로129길11,"(37.637327063915, 127.029701602548)"
473,222,장애인지역사회재활시설,노원구,서울특별시 노원구 상계로23다길 13-8 1층 107-178호 (상계동 노원아이파크),서울특별시 노원구 상계로23다길,"(37.6596490282027, 127.069826273916)"
474,223,장애인지역사회재활시설,영등포구,서울특별시 영등포구 은행로 55 1층 (여의도동),서울특별시 영등포구 은행로,"(37.5287713163078, 126.922316975549)"
475,224,장애인지역사회재활시설,강남구,서울특별시 강남구 광평로60길 22 (수서동),서울특별시 강남구 광평로60길,"(37.4875044041715, 127.106866572056)"
476,225,장애인지역사회재활시설,노원구,서울특별시 노원구 공릉로58길 112 3층 1호 (하계동 순흥아트빌),서울특별시 노원구 공릉로58길,"(37.6355516838648, 127.073394820728)"
477,226,장애인지역사회재활시설,은평구,서울특별시 은평구 녹번로1길 13 (녹번동)(녹번동),서울특별시 은평구 녹번로1길,"(37.6047420959223, 126.926817676385)"
478,227,장애인지역사회재활시설,금천구,서울특별시 금천구 시흥대로73길 30 4층 (시흥동 금천어울림복지센터),서울특별시 금천구 시흥대로73길,"(37.4565999641076, 126.897118345287)"
479,228,장애인지역사회재활시설,강서구,서울특별시 강서구 방화대로45길 69 6층 (방화동),서울특별시 강서구 방화대로45길,"(37.5742835201276, 126.814150141458)"
480,229,장애인지역사회재활시설,마포구,서울특별시 마포구 대흥로24길50 (염리동 2층),서울특별시 마포구 대흥로24길50,"(37.5548436860375, 126.948635781771)"
481,230,장애인지역사회재활시설,노원구,서울특별시 노원구 공릉로58길 112301호 (하계동 순흥빌라트),서울특별시 노원구 공릉로58길,"(37.6355516838648, 127.073394820728)"
482,231,장애인지역사회재활시설,노원구,서울특별시 노원구 상계로23다길 13-8107호 (상계동 노원 아이파크),서울특별시 노원구 상계로23다길,"(37.6596490282027, 127.069826273916)"
483,232,장애인지역사회재활시설,마포구,서울특별시 마포구 숭문길 14마포구 염리동 14-11일대(염리3구역 사회복지시설용지)(염리동),서울특별시 마포구 숭문길,"(37.5515265913406, 126.946647103877)"
484,233,장애인지역사회재활시설,마포구,서울특별시 마포구 백범로31길 21행복주택 (공덕동)(공덕동),서울특별시 마포구 백범로31길,"(37.5453471574544, 126.949247580698)"
485,0,장애인직업재활시설,송파구,서울특별시 송파구 양산로10길 26,서울특별시 송파구 양산로10길,"(37.492183000883, 127.145627135086)"
486,1,장애인직업재활시설,중랑구,서울특별시 중랑구 망우로55길 32한국프라우드아파트 103호,서울특별시 중랑구 망우로55길,"(37.5991476993607, 127.094112446922)"
487,3,장애인직업재활시설,강북구,서울특별시 강북구 오현로 199-9 (번동),서울특별시 강북구 오현로,"(37.6222585998452, 127.037631055763)"
488,4,장애인직업재활시설,용산구,서울특별시 용산구 한강대로 3311~2층,서울특별시 용산구 한강대로,"(37.5364888834287, 126.974277118032)"
489,5,장애인직업재활시설,서초구,서울특별시 서초구 헌릉로468길 21-16,서울특별시 서초구 헌릉로468길,"(37.4583004467832, 127.087801693866)"
490,6,장애인직업재활시설,노원구,서울특별시 노원구 노원로18길 41하계동,서울특별시 노원구 노원로18길,"(37.6438254841186, 127.073444770883)"
491,7,장애인직업재활시설,노원구,서울특별시 노원구 노원로 311중계제1공단 301호,서울특별시 노원구 노원로,"(37.6438917702914, 127.071433176859)"
492,8,장애인직업재활시설,중랑구,서울특별시 중랑구 신내로 56마동,서울특별시 중랑구 신내로,"(37.6119244970683, 127.096402669893)"
493,9,장애인직업재활시설,중랑구,서울특별시 중랑구 봉화산로56길 99-15(신내동),서울특별시 중랑구 봉화산로56길,"(37.6052873652833, 127.097820019299)"
494,10,장애인직업재활시설,송파구,서울특별시 송파구 양산로8길 17신아보호작업장,서울특별시 송파구 양산로8길,"(37.4913171822841, 127.146389624662)"
495,11,장애인직업재활시설,중랑구,서울특별시 중랑구 동일로140길 31-21(2층3층),서울특별시 중랑구 동일로140길,"(37.6044005861763, 127.082005437923)"
496,12,장애인직업재활시설,동대문구,서울특별시 동대문구 천호대로83길 14장안동,서울특별시 동대문구 천호대로83길,"(37.5643172046386, 127.06558131964)"
497,13,장애인직업재활시설,강북구,서울특별시 강북구 한천로115길 20-0501동 2층,서울특별시 강북구 한천로115길,"(37.632139781076, 127.038002869356)"
498,14,장애인직업재활시설,동작구,서울특별시 동작구 양녕로30길 19-4      ,서울특별시 동작구 양녕로30길,"(37.4991398236072, 126.945311732582)"
499,16,장애인직업재활시설,강남구,서울특별시 강남구 언주로167길 351층,서울특별시 강남구 언주로167길,"(37.5264566872184, 127.031309393916)"
500,17,장애인직업재활시설,노원구,서울특별시 노원구 중계로 163-0보담터,서울특별시 노원구 중계로,"(37.6464614923216, 127.081276382899)"
501,18,장애인직업재활시설,강동구,서울특별시 강동구 고덕로 295-45(고덕동),서울특별시 강동구 고덕로,"(37.5549803761105, 127.153671778224)"
502,19,장애인직업재활시설,중랑구,서울특별시 중랑구 숙선옹주로9길 55(묵동),서울특별시 중랑구 숙선옹주로9길,"(37.616531877217, 127.083779929756)"
503,20,장애인직업재활시설,노원구,서울특별시 노원구 동일로 1097(공릉동),서울특별시 노원구 동일로,"(37.6528699960918, 127.06096513397)"
504,21,장애인직업재활시설,노원구,서울특별시 노원구 한글비석로24라길 94-13,서울특별시 노원구 한글비석로24라길,"(37.664427567868, 127.071173132286)"
505,22,장애인직업재활시설,종로구,서울특별시 종로구 대학로3길 141층 (효제동),서울특별시 종로구 대학로3길,"(37.5741809507618, 127.001280084856)"
506,23,장애인직업재활시설,노원구,서울특별시 노원구 덕릉로70가길 92 (상계동),서울특별시 노원구 덕릉로70가길,"(37.6431259280425, 127.057972570432)"
507,24,장애인직업재활시설,노원구,서울특별시 노원구 동일로248길 30상계동,서울특별시 노원구 동일로248길,"(37.6801286748985, 127.056138127029)"
508,25,장애인직업재활시설,송파구,서울특별시 송파구 거마로 792층 (마천동),서울특별시 송파구 거마로,"(37.498749924775, 127.146911670509)"
509,26,장애인직업재활시설,강동구,서울특별시 강동구 풍성로 1462층 (성내동),서울특별시 강동구 풍성로,"(37.529445715227, 127.134304580899)"
510,28,장애인직업재활시설,은평구,서울특별시 은평구 증산로5길 7 (증산동),서울특별시 은평구 증산로5길,"(37.5838958270254, 126.905921361742)"
511,29,장애인직업재활시설,강서구,서울특별시 강서구 까치산로 136,서울특별시 강서구 까치산로,"(37.5473311724738, 126.848766476236)"
512,30,장애인직업재활시설,노원구,서울특별시 노원구 월계로 338-16,서울특별시 노원구 월계로,"(37.6287054858536, 127.056661203573)"
513,31,장애인직업재활시설,은평구,서울특별시 은평구 녹번로1길 131층 (녹번동)(녹번동),서울특별시 은평구 녹번로1길,"(37.6047420959223, 126.926817676385)"
514,32,장애인직업재활시설,강동구,서울특별시 강동구 진황도로 100하이브 313호~316호,서울특별시 강동구 진황도로,"(37.5340519484587, 127.140383870159)"
515,33,장애인직업재활시설,관악구,서울특별시 관악구 국회단지길 671층,서울특별시 관악구 국회단지길,"(37.488748476562, 126.94166186123)"
516,34,장애인직업재활시설,성북구,서울특별시 성북구 오패산로 21-04층,서울특별시 성북구 오패산로,"(37.6068501104697, 127.036655900145)"
517,35,장애인직업재활시설,강동구,서울특별시 강동구 명일로 230삼보프리빌 301호,서울특별시 강동구 명일로,"(37.5367081421064, 127.145774888017)"
518,36,장애인직업재활시설,강동구,서울특별시 강동구 고덕로 100-5(암사동),서울특별시 강동구 고덕로,"(37.5549803761105, 127.153671778224)"
519,37,장애인직업재활시설,관악구,서울특별시 관악구 남부순환로194길 811층,서울특별시 관악구 남부순환로194길,"(37.4823409926056, 126.934834899501)"
520,38,장애인직업재활시설,관악구,서울특별시 관악구 남부순환로 1717 (봉천동),서울특별시 관악구 남부순환로,"(37.4828212341794, 126.940656471878)"
521,41,장애인직업재활시설,강남구,서울특별시 강남구 헌릉로757길 35,서울특별시 강남구 헌릉로757길,"(37.4713818798843, 127.11916748461)"
522,42,장애인직업재활시설,동작구,서울특별시 동작구 등용로12길 57동작구립장애인보호작업장,서울특별시 동작구 등용로12길,"(37.5112414030902, 126.933057987856)"
523,43,장애인직업재활시설,성동구,서울특별시 성동구 금호산9가길 57-10,서울특별시 성동구 금호산9가길,"(37.5518206193629, 127.018693522137)"
524,44,장애인직업재활시설,성동구,서울특별시 성동구 청계천로 506-0성동장애인종합복지관 1층,서울특별시 성동구 청계천로,"(37.5706560037487, 127.033228114045)"
525,45,장애인직업재활시설,광진구,서울특별시 광진구 동일로80길 20,서울특별시 광진구 동일로80길,"(37.5701966146148, 127.081154271906)"
526,46,장애인직업재활시설,광진구,서울특별시 광진구 워커힐로 93정립회관 체육관 1층,서울특별시 광진구 워커힐로,"(37.5490495749023, 127.09868449213)"
527,47,장애인직업재활시설,광진구,서울특별시 광진구 워커힐로 93정립전자,서울특별시 광진구 워커힐로,"(37.5490495749023, 127.09868449213)"
528,48,장애인직업재활시설,서초구,서울특별시 서초구 효령로55길 287층 (서초동),서울특별시 서초구 효령로55길,"(37.4864348955523, 127.014261188257)"
529,49,장애인직업재활시설,구로구,서울특별시 구로구 경인로 21 (온수동),서울특별시 구로구 경인로,"(37.4970680103663, 126.85907314802)"
530,50,장애인직업재활시설,동작구,서울특별시 동작구 여의대방로20길 33 (신대방동),서울특별시 동작구 여의대방로20길,"(37.4937776246699, 126.918773454)"
531,51,장애인직업재활시설,강북구,서울특별시 강북구 한천로 115길 20501동(번동 주공),서울특별시 강북구 한천로,"(37.6363822306753, 127.032329806898)"
532,52,장애인직업재활시설,송파구,서울특별시 송파구 가락로 865층,서울특별시 송파구 가락로,"(37.5028267280504, 127.112412588388)"
533,53,장애인직업재활시설,종로구,서울특별시 종로구 동숭4길 28 (동숭동),서울특별시 종로구 동숭4길,"(37.5841290774646, 127.005223821537)"
534,54,장애인직업재활시설,서초구,서울특별시 서초구 서초중앙로22길 105  ,서울특별시 서초구 서초중앙로22길,"(37.4938050438665, 127.017628650171)"
535,56,장애인직업재활시설,도봉구,서울특별시 도봉구 평화로15번길 9-25(도봉동),서울특별시 도봉구 평화로15번길,"(37.6936223471179, 127.044518374744)"
536,57,장애인직업재활시설,강남구,서울특별시 강남구 논현로98길 16,서울특별시 강남구 논현로98길,"(37.5039061157305, 127.037144750305)"
537,59,장애인직업재활시설,강서구,서울특별시 강서구 허준로5길 37 (가양동),서울특별시 강서구 허준로5길,"(37.5685541200566, 126.850730037805)"
538,60,장애인직업재활시설,강서구,서울특별시 강서구 허준로 65 (가양동),서울특별시 강서구 허준로,"(37.565254149473, 126.853546969889)"
539,61,장애인직업재활시설,강서구,서울특별시 강서구 강서로 466우리벤처타운 102호 (등촌동),서울특별시 강서구 강서로,"(37.550170383598, 126.836324103117)"
540,62,장애인직업재활시설,영등포구,서울특별시 영등포구 양산로 96양산로 96 산경물산(당산동2가),서울특별시 영등포구 양산로,"(37.5240904944309, 126.89613894406)"
541,63,장애인직업재활시설,마포구,서울특별시 마포구 매봉산로 18(상암동 1640번지),서울특별시 마포구 매봉산로,"(37.5762156251453, 126.891388518027)"
542,64,장애인직업재활시설,은평구,서울특별시 은평구 연서로21길 31-0,서울특별시 은평구 연서로21길,"(37.6150488363868, 126.9156939258)"
543,65,장애인직업재활시설,강동구,서울특별시 강동구 고덕로 201(고덕동),서울특별시 강동구 고덕로,"(37.5549803761105, 127.153671778224)"
544,66,장애인직업재활시설,구로구,서울특별시 구로구 남부순환로 105라길25-10,서울특별시 구로구 남부순환로,"(37.4921731450607, 126.870763049343)"
545,67,장애인직업재활시설,도봉구,서울특별시 도봉구 마들로 664-172층,서울특별시 도봉구 마들로,"(37.6655389530602, 127.046343036097)"
546,68,장애인직업재활시설,송파구,서울특별시 송파구 송이로34길 43-1,서울특별시 송파구 송이로34길,"(37.4850665252617, 127.129825998629)"
547,69,장애인직업재활시설,강동구,서울특별시 강동구 동남로85길 15(고덕동),서울특별시 강동구 동남로85길,"(37.5607099222486, 127.154209498216)"
548,70,장애인직업재활시설,강동구,서울특별시 강동구 천중로 873층,서울특별시 강동구 천중로,"(37.5414986033804, 127.136790086828)"
549,71,장애인직업재활시설,은평구,서울특별시 은평구 갈현로11길 30,서울특별시 은평구 갈현로11길,"(37.6050288149098, 126.907818277259)"
550,72,장애인직업재활시설,양천구,서울특별시 양천구 목동동로8길 95층 (신정동),서울특별시 양천구 목동동로8길,"(37.5154900864129, 126.87201776784)"
551,73,장애인직업재활시설,금천구,서울특별시 금천구 서부샛길 648대륭테크노타운6차 1004호,서울특별시 금천구 서부샛길,"(37.4701084075881, 126.882648449247)"
552,74,장애인직업재활시설,송파구,서울특별시 송파구 올림픽로 269롯데캐슬프라자 810호811호812호,서울특별시 송파구 올림픽로,"(37.5149014053102, 127.105018464362)"
553,75,장애인직업재활시설,강동구,서울특별시 강동구 양재대로91길 62(성내동 동아아파트상가4층),서울특별시 강동구 양재대로91길,"(37.5283156209038, 127.133721167963)"
554,76,장애인직업재활시설,강서구,서울특별시 강서구 허준로 95-9외 1번지 (가양동),서울특별시 강서구 허준로,"(37.565254149473, 126.853546969889)"
555,77,장애인직업재활시설,서대문구,서울특별시 서대문구 명지2길 14-0(홍은동),서울특별시 서대문구 명지2길,"(37.5833928473116, 126.927135431633)"
556,78,장애인직업재활시설,광진구,서울특별시 광진구 천호대로 622 (능동),서울특별시 광진구 천호대로,"(37.5509452282147, 127.090180830625)"
557,79,장애인직업재활시설,송파구,서울특별시 송파구 마천로 226지하1층~지상2층,서울특별시 송파구 마천로,"(37.502209915053, 127.140509477108)"
558,80,장애인직업재활시설,은평구,서울특별시 은평구 대서문길 36지하 1층 (진관동),서울특별시 은평구 대서문길,"(37.6535999778026, 126.951472167709)"
559,81,장애인직업재활시설,송파구,서울특별시 송파구 양산로 53층,서울특별시 송파구 양산로,"(37.4910978447291, 127.143626634309)"
560,82,장애인직업재활시설,금천구,서울특별시 금천구 가산디지털2로 136승일벤처타워302,서울특별시 금천구 가산디지털2로,"(37.4771345274795, 126.880269976799)"
561,83,장애인직업재활시설,양천구,서울특별시 양천구 지양로 7 (신월동),서울특별시 양천구 지양로,"(37.5229811702936, 126.832327903649)"
562,84,장애인직업재활시설,영등포구,서울특별시 영등포구 양산로 96 양산로 96 산경물산 A30호(당산동2가),서울특별시 영등포구 양산로,"(37.5240904944309, 126.89613894406)"
563,85,장애인직업재활시설,관악구,서울특별시 관악구 난우16길 13-7 (신림동),서울특별시 관악구 난우16길,"(37.4775070889206, 126.91937036488)"
564,86,장애인직업재활시설,마포구,서울특별시 마포구 신촌로26길 10우리마포보호작업장,서울특별시 마포구 신촌로26길,"(37.5557650283905, 126.942907987921)"
565,87,장애인직업재활시설,송파구,서울특별시 송파구 성내천로 333-4333-4 (마천동),서울특별시 송파구 성내천로,"(37.5006405592409, 127.138743455419)"
566,88,장애인직업재활시설,강북구,서울특별시 강북구 삼양로77길 38(수유동),서울특별시 강북구 삼양로77길,"(37.6289054936092, 127.015376692182)"
567,89,장애인직업재활시설,강서구,서울특별시 강서구 개화동로7길 3-16,서울특별시 강서구 개화동로7길,"(37.5801088714574, 126.799917894055)"
568,90,장애인직업재활시설,강서구,서울특별시 강서구 송정로1길 19베이스빌딩 2층 (공항동),서울특별시 강서구 송정로1길,"(37.556432298252, 126.811315999657)"
569,91,장애인직업재활시설,강서구,서울특별시 강서구 공항대로7가길 21-3,서울특별시 강서구 공항대로7가길,"(37.5624029380869, 126.813705983884)"
570,92,장애인직업재활시설,송파구,서울특별시 송파구 송파대로 412124층 (송파동),서울특별시 송파구 송파대로,"(37.5008392832178, 127.111182460215)"
571,94,장애인직업재활시설,구로구,서울특별시 구로구 부일로1나길38(온수동),서울특별시 구로구 부일로1나길38(온수동),"(37.4929164286421, 126.816767419297)"
572,95,장애인직업재활시설,양천구,서울특별시 양천구 신정로267 (신정동 양천벤처타운 제804호 B205호)),서울특별시 양천구 신정로267,"(37.5122197905037, 126.850668115021)"
573,96,장애인직업재활시설,도봉구,서울특별시 도봉구 마들로 664-17,서울특별시 도봉구 마들로,"(37.6655389530602, 127.046343036097)"
574,97,장애인직업재활시설,금천구,서울특별시 금천구 한내로 69-15금천한내복지관내 (독산동 주공13단지아파트),서울특별시 금천구 한내로,"(37.4569204675918, 126.88810972714)"
575,98,장애인직업재활시설,동대문구,서울특별시 동대문구 한천로 58-22층 3층 (장안동),서울특별시 동대문구 한천로,"(37.5835621993786, 127.068249714334)"
576,99,장애인직업재활시설,강서구,서울특별시 강서구 화곡로31길 25지층(화곡동) 서울특별시 강서구 강서로 34길 36 (화곡동),서울특별시 강서구 화곡로31길,"(37.5444871108125, 126.840703131943)"
577,100,장애인직업재활시설,은평구,서울특별시 은평구 수색로 390-29 (수색동),서울특별시 은평구 수색로,"(37.5838344153994, 126.892064672913)"
578,101,장애인직업재활시설,강남구,서울특별시 강남구 밤고개로1길 341층 101호 (수서동),서울특별시 강남구 밤고개로1길,"(37.4887528339836, 127.103019019508)"
579,102,장애인직업재활시설,성동구,서울특별시 성동구 아차산로144 B101호 B103호(성수동2가 우영테크노센터),서울특별시 성동구 아차산로144,"(37.5431188115839, 127.059609903838)"
580,103,장애인직업재활시설,성북구,서울특별시 성북구 화랑로134 (하월곡동2-2),서울특별시 성북구 화랑로134,"(37.604974617288, 127.046368743207)"
581,104,장애인직업재활시설,서대문구,서울특별시 서대문구 연희로33가길6-15 (연희동),서울특별시 서대문구 연희로33가길6-15,"(37.5775862638727, 126.934281837826)"
582,105,장애인직업재활시설,영등포구,서울특별시 영등포구 영신로40길16 2층 (영등포동6가),서울특별시 영등포구 영신로40길16,"(37.5210837511551, 126.90301693321)"
583,106,장애인직업재활시설,강동구,서울특별시 강동구 양재대로116길 202층 (길동),서울특별시 강동구 양재대로116길,"(37.5380889642544, 127.143164332339)"
584,107,장애인직업재활시설,강서구,서울특별시 강서구 까치산로 134 (화곡동),서울특별시 강서구 까치산로,"(37.5473311724738, 126.848766476236)"
585,108,장애인직업재활시설,동대문구,서울특별시 동대문구 장한로28가길 70 (장안동),서울특별시 동대문구 장한로28가길,"(37.5760208432589, 127.072837234164)"
586,109,장애인직업재활시설,마포구,서울특별시 마포구 월드컵북로 494-0 (상암동)494-0(상암동) 49,서울특별시 마포구 월드컵북로,"(37.5717393153074, 126.901141476306)"
587,110,장애인직업재활시설,강남구,서울특별시 강남구 양재대로55길13 (일원동) 지하1층,서울특별시 강남구 양재대로55길13,"(37.4916921130495, 127.08758916924)"
588,111,장애인직업재활시설,송파구,서울특별시 송파구 성내천로 271217 1층 (마천동),서울특별시 송파구 성내천로,"(37.5006405592409, 127.138743455419)"
589,112,장애인직업재활시설,금천구,서울특별시 금천구 두산로 70-0 (독산동)70 B동 4층 436호 (독산동 현대지식산업센터),서울특별시 금천구 두산로,"(37.4703399911277, 126.892920474171)"
590,113,장애인직업재활시설,금천구,서울특별시 금천구 범안로1138 603호 (가산동 고려테크온),서울특별시 금천구 범안로1138,"(37.4657958806101, 126.888393904496)"
591,114,장애인직업재활시설,서초구,서울특별시 서초구 남부순환로340길 15 (서초동),서울특별시 서초구 남부순환로340길,"(37.4814167206974, 127.023363163585)"
592,115,장애인직업재활시설,서대문구,서울특별시 서대문구 홍은중앙로 105-0 (홍은동)105 2층 (홍은동),서울특별시 서대문구 홍은중앙로,"(37.5990046399173, 126.947568846373)"
593,116,장애인직업재활시설,강서구,서울특별시 강서구 강서로 462대룡드림타워-1 2층 208호 (등촌동),서울특별시 강서구 강서로,"(37.550170383598, 126.836324103117)"
594,117,장애인직업재활시설,노원구,서울특별시 노원구 공릉로58마길 27 (하계동),서울특별시 노원구 공릉로58마길,"(37.6363452516664, 127.078058294914)"
595,118,장애인직업재활시설,송파구,서울특별시 송파구 양산로 5 3층 (거여동),서울특별시 송파구 양산로,"(37.4910978447291, 127.143626634309)"
596,119,장애인직업재활시설,동대문구,서울특별시 동대문구 장한로 25602호 (장안동),서울특별시 동대문구 장한로,"(37.5697849969212, 127.070111084751)"
597,120,장애인직업재활시설,강동구,서울특별시 강동구 올림픽로588 3층 (성내동),서울특별시 강동구 올림픽로588,"(37.5340163252718, 127.122177737281)"
598,121,장애인직업재활시설,금천구,서울특별시 금천구 가산디지털1로 131 B206호 (가산동 BYC하이시티지식산업센터),서울특별시 금천구 가산디지털1로,"(37.4764015612746, 126.883337170325)"
599,122,장애인직업재활시설,구로구,서울특별시 구로구 디지털로 272 12층 17호 (구로동 한신아이티타워),서울특별시 구로구 디지털로,"(37.4831389267883, 126.894230715)"
600,123,장애인직업재활시설,송파구,서울특별시 송파구 동남로6길 34-1 1층 (문정동),서울특별시 송파구 동남로6길,"(37.4883719075679, 127.125201080452)"
601,124,장애인직업재활시설,구로구,서울특별시 구로구 디지털로27길 24506호(벽산디지털밸리 1차) (구로동),서울특별시 구로구 디지털로27길,"(37.4841021283802, 126.890207274516)"
602,125,장애인직업재활시설,금천구,서울특별시 금천구 시흥대로80길 19 (독산동),서울특별시 금천구 시흥대로80길,"(37.4590253015126, 126.900798261023)"
603,127,장애인직업재활시설,강남구,서울특별시 강남구 광평로60길22 2층 (수서동),서울특별시 강남구 광평로60길22,"(37.4869808423495, 127.106950967914)"
604,128,장애인직업재활시설,성동구,서울특별시 성동구 성수일로 10 (성수동1가 서울숲ITCT지식산업센터 B201호),서울특별시 성동구 성수일로,"(37.5457308904227, 127.050125554175)"
605,129,장애인직업재활시설,강남구,서울특별시 강남구 광평로60길 22 1층 3층층 (수서동 강남세움장애인통합지원센터),서울특별시 강남구 광평로60길,"(37.4875044041715, 127.106866572056)"
606,130,장애인직업재활시설,강남구,서울특별시 강남구 광평로60길 22 3층 (수서동 강남세움장애인통합지원센터),서울특별시 강남구 광평로60길,"(37.4875044041715, 127.106866572056)"
607,131,장애인직업재활시설,동작구,서울특별시 동작구 사당로 90 상가동 (사당동 1~2층),서울특별시 동작구 사당로,"(37.4876650127185, 126.966766504277)"
608,132,장애인직업재활시설,구로구,서울특별시 구로구 경인로53길 90 5층 511호 (구로동 STX W-Tower),서울특별시 구로구 경인로53길,"(37.5037716424314, 126.875061601095)"
609,133,장애인직업재활시설,중구,서울특별시 중구 충무로29 402호 (초동 아시아미디어타워),서울특별시 중구 충무로29,"(37.563836750265, 126.992508328619)"
610,134,장애인직업재활시설,중랑구,서울특별시 중랑구 상봉로 69 5층 (면목동),서울특별시 중랑구 상봉로,"(37.5919793401001, 127.093410799925)"
611,137,장애인직업재활시설,중랑구,서울특별시 중랑구 상봉로 695층 (면목동),서울특별시 중랑구 상봉로,"(37.5919793401001, 127.093410799925)"
612,138,장애인직업재활시설,은평구,서울특별시 은평구 갈현로11길 30 (구산동),서울특별시 은평구 갈현로11길,"(37.6050288149098, 126.907818277259)"
613,139,장애인직업재활시설,은평구,서울특별시 은평구 갈현로11길 30(구산동),서울특별시 은평구 갈현로11길,"(37.6050288149098, 126.907818277259)"
